student_id,attendance_risk_component,assessment_performance_risk,trend_risk,gpa_risk,study_behavior_risk,recent_performance_risk,risk_score,risk_level
STU107618,33.2,28.99,57.01,38.0,53.62,28.78,39.23,MODERATE
STU107619,13.16,20.92,43.2,22.25,49.45,5.99,25.38,LOW
STU107620,39.67,41.61,26.91,44.5,76.82,31.01,41.18,MODERATE
STU107621,0.54,19.59,68.4,22.5,42.22,21.66,28.45,LOW
STU107622,45.0,31.01,34.21,37.5,60.72,34.83,38.77,MODERATE
STU107623,38.49,46.37,44.35,44.0,67.0,27.76,44.24,MODERATE
STU107624,10.65,17.79,40.79,25.0,39.45,18.21,24.25,LOW
STU107625,12.93,8.48,34.49,15.75,58.82,4.54,20.3,LOW
STU107626,28.73,41.67,66.04,57.75,88.52,46.03,51.49,MODERATE
STU107627,5.98,15.52,79.0,8.75,45.85,27.32,29.51,LOW
STU107628,42.49,47.63,51.56,60.75,100.0,49.79,54.81,MODERATE
STU107629,31.06,38.36,32.54,51.75,64.05,32.29,39.71,MODERATE
STU107630,21.65,25.63,38.98,50.5,83.4,16.25,36.07,MODERATE
STU107631,31.25,40.6,53.5,23.75,71.8,39.75,41.82,MODERATE
STU107632,42.04,31.93,39.61,67.5,83.4,31.31,45.91,MODERATE
STU107633,19.08,19.37,40.79,22.75,80.32,24.02,30.66,MODERATE
STU107634,33.6,43.15,57.24,40.5,55.68,44.86,45.08,MODERATE
STU107635,30.53,31.2,62.48,58.75,75.1,40.44,46.77,MODERATE
STU107636,16.87,28.66,38.76,16.25,34.48,26.95,26.87,LOW
STU107637,33.49,42.74,54.91,41.25,54.95,47.26,44.77,MODERATE
STU107638,21.65,28.46,39.78,59.5,64.12,7.25,35.46,MODERATE
STU107639,9.64,46.75,51.65,49.25,98.38,45.09,45.68,MODERATE
STU107640,30.98,49.41,62.94,48.0,84.82,45.43,51.36,MODERATE
STU107641,2.08,16.12,47.81,13.0,22.47,17.55,19.96,LOW
STU107642,0.0,15.14,42.98,19.75,31.52,9.26,19.42,LOW
STU107643,8.61,14.27,32.02,47.25,48.62,12.54,24.9,LOW
STU107644,13.81,23.26,62.41,20.5,65.18,34.71,34.12,MODERATE
STU107645,25.88,45.72,45.06,41.25,61.02,47.66,42.67,MODERATE
STU107646,18.54,28.59,42.37,60.5,62.17,30.93,37.71,MODERATE
STU107647,8.84,22.86,49.54,21.25,43.1,26.3,27.52,LOW
STU107648,59.84,57.86,60.22,62.0,82.52,58.99,61.93,HIGH
STU107649,38.1,28.46,64.45,45.0,54.42,40.0,43.82,MODERATE
STU107650,9.5,26.65,53.91,35.5,46.02,28.62,32.13,MODERATE
STU107651,44.67,41.24,69.27,57.0,99.4,53.98,56.99,MODERATE
STU107652,21.65,25.1,58.51,35.0,68.42,34.3,37.83,MODERATE
STU107653,6.77,18.3,72.46,29.75,64.55,28.35,34.17,MODERATE
STU107654,41.22,38.29,53.4,48.75,84.78,33.74,47.66,MODERATE
STU107655,11.27,29.25,21.86,55.25,42.45,9.59,27.43,LOW
STU107656,27.34,30.35,54.05,43.0,62.4,26.81,39.24,MODERATE
STU107657,16.8,29.07,45.2,28.0,51.38,22.53,31.26,MODERATE
STU107658,13.38,13.79,73.81,27.75,45.58,12.89,30.9,MODERATE
STU107659,23.86,28.05,56.0,36.0,75.4,26.52,38.58,MODERATE
STU107660,28.8,34.91,42.4,24.25,66.7,26.08,35.88,MODERATE
STU107661,31.69,25.76,37.55,22.25,65.08,19.78,32.11,MODERATE
STU107662,41.98,37.77,37.18,55.5,88.1,36.3,46.04,MODERATE
STU107663,5.25,25.15,52.52,38.5,55.72,20.44,31.23,MODERATE
STU107664,43.5,36.44,34.65,40.75,80.08,31.25,41.99,MODERATE
STU107665,19.03,22.33,58.78,13.5,70.72,25.31,32.77,MODERATE
STU107666,20.25,22.3,61.36,37.0,41.72,28.87,34.51,MODERATE
STU107667,19.9,21.14,64.4,38.25,37.25,28.74,34.48,MODERATE
STU107668,0.0,5.43,48.4,13.75,33.2,4.81,16.9,LOW
STU107669,30.85,38.6,51.2,51.5,69.55,36.14,44.35,MODERATE
STU107670,30.18,40.64,45.25,61.5,81.98,46.35,47.3,MODERATE
STU107671,33.04,41.64,43.53,49.0,78.28,45.38,45.44,MODERATE
STU107672,45.03,40.14,44.19,54.0,73.15,25.95,45.89,MODERATE
STU107673,40.76,51.38,59.44,43.0,94.7,54.14,54.22,MODERATE
STU107674,21.65,22.38,62.24,36.0,28.02,13.95,31.97,MODERATE
STU107675,22.9,41.67,58.34,56.0,71.55,36.94,45.91,MODERATE
STU107676,35.12,35.54,47.55,49.5,74.38,31.7,43.45,MODERATE
STU107677,24.9,34.4,75.74,44.5,30.1,38.91,42.3,MODERATE
STU107678,46.92,41.67,58.19,49.0,52.72,37.14,47.78,MODERATE
STU107679,9.45,28.84,43.61,23.5,54.6,28.7,29.68,LOW
STU107680,37.08,23.85,64.91,47.25,74.4,19.8,42.87,MODERATE
STU107681,21.65,24.28,30.96,54.25,79.77,23.84,35.09,MODERATE
STU107682,9.2,15.68,57.09,27.25,49.2,19.46,28.13,LOW
STU107683,6.87,19.27,38.35,25.5,61.05,2.24,24.02,LOW
STU107684,44.01,43.91,39.31,68.5,97.72,41.29,51.82,MODERATE
STU107685,18.76,30.51,45.89,35.5,55.78,28.28,34.29,MODERATE
STU107686,25.17,38.57,49.47,57.75,62.13,35.33,42.98,MODERATE
STU107687,38.33,29.52,16.45,52.75,50.4,32.21,34.51,MODERATE
STU107688,0.0,19.24,68.18,7.25,33.5,23.16,25.2,LOW
STU107689,15.99,31.65,52.42,36.5,53.1,25.29,34.91,MODERATE
STU107690,25.69,33.0,45.39,25.5,88.9,32.87,38.47,MODERATE
STU107691,8.35,29.77,63.73,37.0,50.5,30.31,35.49,MODERATE
STU107692,7.38,29.5,41.54,18.0,62.0,21.29,28.19,LOW
STU107693,43.81,29.05,52.35,39.25,69.22,27.57,42.06,MODERATE
STU107694,20.46,35.97,59.39,44.25,71.0,34.35,42.14,MODERATE
STU107695,19.38,19.18,68.19,40.75,55.68,32.62,37.25,MODERATE
STU107696,33.82,49.24,48.18,57.25,100.0,43.95,51.69,MODERATE
STU107697,7.75,16.93,54.5,29.75,57.1,21.13,28.97,LOW
STU107698,62.4,45.67,59.23,62.5,98.5,45.81,59.55,LOW
STU107699,20.11,29.32,50.25,39.25,73.62,32.28,37.88,MODERATE
STU107700,42.96,45.82,40.64,70.25,71.7,42.21,50.1,MODERATE
STU107701,38.35,49.27,57.36,58.25,82.75,52.49,53.72,MODERATE
STU107702,9.81,25.78,60.99,30.25,51.45,28.06,33.09,MODERATE
STU107703,3.16,15.63,60.25,26.75,38.72,19.05,26.38,LOW
STU107704,15.55,21.1,51.56,29.75,41.15,19.7,29.24,LOW
STU107705,30.48,50.95,58.69,61.75,58.82,52.27,50.94,MODERATE
STU107706,46.77,53.28,67.5,49.5,65.62,58.31,55.99,MODERATE
STU107707,15.56,29.13,46.6,37.25,82.28,23.49,35.88,MODERATE
STU107708,7.24,30.02,35.38,28.5,41.7,25.67,27.04,LOW
STU107709,25.61,43.33,43.82,57.25,65.92,34.16,43.31,MODERATE
STU107710,27.47,28.03,69.75,52.0,50.45,32.43,42.54,MODERATE
STU107711,37.23,39.22,44.05,33.75,81.95,34.29,42.75,MODERATE
STU107712,6.5,12.45,45.9,22.75,62.4,21.62,25.41,LOW
STU107713,37.48,28.67,48.95,61.75,74.05,33.88,44.51,MODERATE
STU107714,27.11,25.67,46.04,34.0,58.4,10.01,32.99,MODERATE
STU107715,28.69,34.61,44.52,42.75,74.42,26.18,39.77,MODERATE
STU107716,17.74,20.38,45.34,21.5,63.1,4.52,27.7,LOW
STU107717,19.0,39.64,35.28,50.25,65.92,32.25,38.12,MODERATE
STU107718,21.65,15.97,61.65,18.0,44.92,25.24,30.37,MODERATE
STU107719,28.34,36.44,26.34,54.25,97.7,20.48,40.0,MODERATE
STU107720,17.9,8.2,55.25,25.0,34.83,4.64,24.38,LOW
STU107721,50.76,46.72,79.62,49.0,100.0,58.39,60.94,HIGH
STU107722,31.56,35.02,44.47,58.25,74.2,31.68,43.29,MODERATE
STU107723,11.38,16.26,27.49,28.75,58.88,0.0,22.04,LOW
STU107724,6.25,19.84,58.39,36.0,37.05,15.92,28.58,LOW
STU107725,12.24,27.02,66.47,47.0,61.6,41.26,39.83,MODERATE
STU107726,36.44,40.5,73.35,54.75,77.25,46.06,52.63,MODERATE
STU107727,9.16,38.27,42.04,51.75,69.73,43.36,38.88,MODERATE
STU107728,6.0,20.83,41.06,12.25,32.22,1.83,19.86,LOW
STU107729,15.85,25.29,28.75,32.25,46.73,19.46,26.7,LOW
STU107730,16.8,20.65,59.31,28.25,62.4,22.64,33.13,MODERATE
STU107731,27.55,37.24,76.4,40.0,64.7,35.35,46.1,MODERATE
STU107732,29.65,31.75,69.73,50.25,56.05,25.85,43.54,MODERATE
STU107733,5.99,14.83,69.75,20.0,59.2,22.23,30.0,MODERATE
STU107734,14.32,28.21,51.62,23.75,63.62,24.7,32.64,MODERATE
STU107735,13.71,29.18,46.16,50.25,84.25,25.28,37.76,MODERATE
STU107736,44.7,47.71,49.94,41.0,62.75,41.86,47.47,MODERATE
STU107737,5.84,22.94,50.18,31.5,60.6,31.45,30.87,MODERATE
STU107738,14.28,25.46,40.12,38.5,38.28,16.65,28.51,LOW
STU107739,25.8,37.07,30.61,41.0,64.88,25.8,35.77,MODERATE
STU107740,14.76,12.18,30.74,17.75,42.32,0.0,19.04,LOW
STU107741,27.38,25.24,53.0,35.0,54.25,28.87,35.95,MODERATE
STU107742,14.53,25.0,63.34,37.25,71.88,28.87,37.49,MODERATE
STU107743,4.41,13.54,34.81,16.25,29.18,8.21,17.41,LOW
STU107744,18.92,20.28,45.8,34.5,57.0,12.64,30.15,MODERATE
STU107745,13.6,26.12,59.61,34.5,45.42,24.41,33.33,MODERATE
STU107746,14.67,33.69,62.78,25.0,72.12,39.11,38.79,MODERATE
STU107747,1.09,8.91,47.02,24.5,50.65,11.44,21.73,LOW
STU107748,42.32,38.95,49.6,50.75,48.72,46.58,45.26,MODERATE
STU107749,23.56,28.48,43.16,19.25,58.85,35.11,32.75,MODERATE
STU107750,28.42,26.38,45.89,34.0,57.98,23.11,34.67,MODERATE
STU107751,20.11,29.46,54.62,24.0,93.52,32.19,38.48,MODERATE
STU107752,7.49,18.19,54.82,33.75,44.88,34.19,29.98,LOW
STU107753,25.87,36.54,42.04,38.5,59.63,31.02,37.56,MODERATE
STU107754,21.65,20.09,56.8,32.5,51.7,15.53,32.31,MODERATE
STU107755,13.38,34.66,48.74,14.25,59.75,20.53,31.25,MODERATE
STU107756,35.78,37.88,53.34,38.5,74.75,44.53,45.0,MODERATE
STU107757,21.65,15.52,65.74,22.0,32.75,21.34,30.07,MODERATE
STU107758,5.95,17.95,70.34,26.0,68.0,18.0,32.25,MODERATE
STU107759,20.28,35.2,56.1,42.5,71.97,25.22,40.17,MODERATE
STU107760,14.03,17.63,34.88,17.5,28.0,13.69,20.98,LOW
STU107761,32.91,31.18,60.05,55.5,93.5,29.79,47.04,MODERATE
STU107762,16.56,30.89,45.11,26.0,64.28,30.72,33.46,MODERATE
STU107763,28.75,33.61,52.79,54.5,82.72,29.91,44.15,MODERATE
STU107764,18.58,17.73,57.96,26.25,47.47,19.38,30.36,MODERATE
STU107765,33.67,37.07,60.13,50.75,69.27,43.87,46.95,MODERATE
STU107766,21.65,26.16,74.26,27.75,62.93,37.25,39.9,MODERATE
STU107767,24.15,27.4,40.77,21.5,53.27,30.74,31.46,MODERATE
STU107768,3.54,35.59,53.24,57.25,67.3,28.87,38.46,MODERATE
STU107769,15.66,10.93,41.74,16.0,42.68,0.0,20.88,LOW
STU107770,38.79,38.12,48.96,59.5,78.88,37.83,47.68,MODERATE
STU107771,34.14,46.92,45.1,57.5,91.72,51.01,50.48,MODERATE
STU107772,17.18,20.34,61.9,39.5,78.18,22.23,36.87,MODERATE
STU107773,50.61,47.72,30.12,63.0,83.15,28.87,48.73,MODERATE
STU107774,0.94,11.28,56.58,22.5,25.18,17.53,21.97,LOW
STU107775,12.52,28.45,61.69,29.75,82.85,33.25,38.03,MODERATE
STU107776,41.31,39.74,72.42,44.5,68.8,47.17,50.95,MODERATE
STU107777,26.01,44.83,39.39,49.25,71.7,36.72,42.52,MODERATE
STU107778,55.19,48.92,49.69,50.0,100.0,47.61,55.47,MODERATE
STU107779,22.25,17.71,62.32,20.5,59.38,29.41,33.3,MODERATE
STU107780,33.96,42.22,63.05,62.25,91.22,49.53,53.37,MODERATE
STU107781,0.19,20.4,60.16,18.75,43.42,20.63,26.39,LOW
STU107782,33.38,36.05,55.19,41.75,78.55,35.83,44.43,MODERATE
STU107783,36.84,36.56,39.95,52.0,43.1,28.73,39.48,MODERATE
STU107784,13.16,24.76,37.98,28.5,40.37,9.53,25.68,LOW
STU107785,14.09,26.83,76.72,30.25,68.45,32.79,39.53,MODERATE
STU107786,14.0,18.99,34.85,35.5,24.82,19.42,24.27,LOW
STU107787,39.34,42.11,58.58,55.0,62.87,49.97,49.65,MODERATE
STU107788,26.47,33.45,48.61,23.5,64.82,31.56,36.54,MODERATE
STU107789,25.45,29.71,31.48,43.0,63.58,18.42,33.46,MODERATE
STU107790,22.71,29.45,47.68,22.5,48.5,21.95,31.86,MODERATE
STU107791,21.97,36.7,58.46,50.75,83.65,42.95,45.53,MODERATE
STU107792,28.18,32.22,52.36,49.75,58.42,29.16,40.38,MODERATE
STU107793,22.22,37.7,52.14,57.5,74.2,43.44,44.69,MODERATE
STU107794,16.25,27.63,68.86,25.25,47.92,36.07,36.12,MODERATE
STU107795,21.65,25.65,43.51,33.75,64.15,23.13,33.24,MODERATE
STU107796,9.26,19.21,45.3,34.75,67.5,26.62,30.34,MODERATE
STU107797,33.02,27.95,73.79,45.75,56.22,32.18,44.05,MODERATE
STU107798,33.39,46.16,18.42,35.0,75.92,35.47,38.29,MODERATE
STU107799,23.02,20.32,71.52,36.75,57.7,29.37,38.21,MODERATE
STU107800,29.95,27.74,63.25,50.5,71.15,26.59,42.92,MODERATE
STU107801,10.12,17.34,77.05,35.75,35.6,36.11,34.3,MODERATE
STU107802,31.95,38.49,63.05,44.75,72.23,39.27,46.48,MODERATE
STU107803,27.19,26.28,62.54,30.25,70.02,25.03,38.56,MODERATE
STU107804,18.73,31.63,56.8,47.25,38.62,37.11,37.67,MODERATE
STU107805,15.08,11.4,46.36,16.75,38.43,19.6,23.45,LOW
STU107806,9.36,24.28,48.8,37.0,63.6,17.29,31.34,MODERATE
STU107807,22.91,30.13,52.49,37.25,56.88,35.83,37.47,MODERATE
STU107808,39.66,36.38,45.25,37.0,77.18,28.88,42.23,MODERATE
STU107809,21.89,22.57,61.88,15.75,53.8,33.02,33.44,MODERATE
STU107810,22.74,30.06,33.05,33.0,34.38,13.03,28.36,LOW
STU107811,38.02,47.86,52.18,61.25,97.72,38.57,52.82,MODERATE
STU107812,30.49,34.27,40.58,40.25,83.4,24.87,39.65,MODERATE
STU107813,20.61,27.63,61.05,32.0,44.3,30.43,35.51,MODERATE
STU107814,40.86,42.05,45.1,51.75,79.53,37.44,47.16,MODERATE
STU107815,25.49,29.88,33.0,43.5,60.28,5.93,32.31,MODERATE
STU107816,11.05,32.43,36.28,43.25,55.6,39.37,33.56,MODERATE
STU107817,5.63,37.68,61.15,16.0,85.2,34.59,37.16,MODERATE
STU107818,8.88,25.06,53.36,24.5,29.72,19.25,27.29,LOW
STU107819,34.28,46.23,40.3,44.5,89.2,40.9,46.16,MODERATE
STU107820,0.0,2.26,46.62,19.75,8.25,1.83,13.86,LOW
STU107821,36.16,32.32,21.29,23.0,72.95,25.1,32.83,MODERATE
STU107822,24.24,25.64,56.35,33.5,62.4,28.87,36.68,MODERATE
STU107823,38.99,33.68,29.94,35.5,38.75,20.84,33.49,MODERATE
STU107824,39.12,46.09,44.71,75.0,94.5,39.81,52.97,MODERATE
STU107825,19.12,35.29,48.98,41.0,80.73,39.0,40.57,MODERATE
STU107826,19.76,41.87,59.55,32.5,74.3,39.93,42.63,MODERATE
STU107827,9.72,13.02,59.76,35.5,28.6,16.1,26.95,LOW
STU107828,39.38,46.37,44.39,44.5,81.02,45.7,47.69,MODERATE
STU107829,35.09,41.61,50.96,60.0,68.68,38.18,47.3,MODERATE
STU107830,11.54,29.82,41.18,30.0,61.82,27.03,31.38,MODERATE
STU107831,14.6,25.29,67.05,34.0,49.5,31.95,35.9,MODERATE
STU107832,16.19,16.32,57.18,20.25,49.15,24.07,29.11,LOW
STU107833,42.63,41.06,61.66,47.5,84.72,29.61,49.68,MODERATE
STU107834,36.37,44.88,54.08,49.25,64.32,39.06,47.04,MODERATE
STU107835,16.73,23.96,46.31,20.0,56.95,25.23,29.82,LOW
STU107836,1.63,20.47,40.77,22.25,28.12,16.37,21.38,LOW
STU107837,18.15,21.48,51.81,42.0,83.45,16.72,35.68,MODERATE
STU107838,48.82,46.18,52.16,61.5,71.12,48.65,52.94,MODERATE
STU107839,29.52,33.72,42.85,45.5,55.62,27.52,38.04,MODERATE
STU107840,20.8,19.3,46.18,15.75,53.27,14.0,27.31,LOW
STU107841,29.03,33.12,62.94,33.75,52.55,41.24,41.12,MODERATE
STU107842,14.05,20.08,59.45,29.0,50.22,16.24,30.72,MODERATE
STU107843,16.72,22.94,8.57,11.75,42.72,9.55,17.78,LOW
STU107844,28.58,20.43,61.66,31.75,78.75,33.88,39.18,MODERATE
STU107845,38.85,46.69,53.5,54.75,89.95,47.58,52.11,MODERATE
STU107846,27.29,38.23,70.44,41.75,82.8,48.68,48.51,MODERATE
STU107847,26.11,33.85,55.91,37.0,71.58,38.2,41.39,MODERATE
STU107848,46.38,38.8,56.3,64.25,56.45,24.14,47.93,MODERATE
STU107849,4.12,33.39,58.81,25.5,37.93,28.87,31.44,MODERATE
STU107850,22.73,20.94,56.55,54.5,75.35,41.66,40.97,MODERATE
STU107851,28.13,47.28,70.35,49.5,72.05,46.2,50.77,MODERATE
STU107852,6.35,18.27,63.54,26.5,32.95,15.75,27.39,LOW
STU107853,23.66,22.1,74.21,30.0,58.2,33.21,38.74,MODERATE
STU107854,1.36,30.16,39.11,31.75,40.15,27.77,27.19,LOW
STU107855,8.52,22.03,41.84,37.0,56.53,14.66,28.25,LOW
STU107856,33.03,39.18,40.86,47.0,80.42,25.89,42.25,MODERATE
STU107857,10.02,16.65,62.26,19.25,49.97,11.5,27.65,LOW
STU107858,15.45,28.3,34.2,35.75,55.7,21.75,30.11,MODERATE
STU107859,8.14,16.15,35.84,2.25,41.02,13.82,18.66,LOW
STU107860,35.76,35.17,62.21,43.5,84.85,43.88,47.78,MODERATE
STU107861,9.52,23.48,68.36,31.0,49.28,27.76,33.8,MODERATE
STU107862,38.89,36.67,69.11,53.75,76.05,50.74,51.51,MODERATE
STU107863,0.0,1.04,52.61,0.5,34.88,4.18,14.76,LOW
STU107864,21.65,39.18,47.8,38.5,68.42,26.83,38.98,MODERATE
STU107865,1.26,16.33,42.78,30.5,31.72,26.43,23.28,LOW
STU107866,24.47,36.1,29.7,22.5,55.78,4.94,29.31,LOW
STU107867,17.8,27.08,40.37,27.0,15.37,23.05,26.3,LOW
STU107868,26.9,26.74,57.1,37.0,57.98,38.46,38.68,MODERATE
STU107869,38.03,39.83,61.34,62.0,57.68,45.03,49.4,MODERATE
STU107870,41.25,59.34,81.38,62.75,100.0,58.11,64.58,HIGH
STU107871,0.0,7.26,31.85,10.0,28.38,0.0,12.52,LOW
STU107872,15.14,33.54,62.3,43.0,59.92,28.87,39.2,MODERATE
STU107873,55.72,54.01,100.0,77.0,62.4,70.29,69.47,HIGH
STU107874,25.45,25.02,23.54,21.5,59.5,10.16,26.24,LOW
STU107875,12.9,22.56,69.61,24.75,65.7,27.54,35.18,MODERATE
STU107876,39.19,36.2,68.68,54.25,85.48,43.82,51.69,MODERATE
STU107877,20.94,40.18,52.09,51.0,58.95,31.83,41.38,MODERATE
STU107878,28.23,32.69,32.99,25.5,52.37,20.25,31.5,MODERATE
STU107879,12.14,8.96,43.99,24.5,22.22,7.89,20.15,LOW
STU107880,14.3,40.79,60.74,31.25,65.9,43.66,40.85,MODERATE
STU107881,10.03,14.03,29.62,12.25,46.62,0.0,17.94,LOW
STU107882,10.18,27.82,58.5,53.25,59.9,26.96,37.36,MODERATE
STU107883,45.85,26.45,33.62,29.25,52.72,25.81,34.75,MODERATE
STU107884,43.43,42.13,56.46,64.5,97.2,28.87,52.79,MODERATE
STU107885,19.97,22.16,63.29,43.5,66.27,25.85,37.93,MODERATE
STU107886,20.69,29.6,36.3,17.5,50.68,25.59,29.05,LOW
STU107887,16.81,30.94,32.71,24.0,81.15,18.06,31.16,MODERATE
STU107888,14.52,31.45,34.75,25.25,43.28,22.14,28.05,LOW
STU107889,2.94,26.62,36.28,20.25,36.92,7.34,21.96,LOW
STU107890,21.51,19.35,57.29,22.25,51.08,33.72,32.42,MODERATE
STU107891,27.24,29.69,51.55,28.5,67.73,15.77,35.81,MODERATE
STU107892,27.52,24.12,72.65,17.25,55.1,39.41,38.1,MODERATE
STU107893,0.0,4.77,48.1,8.5,11.48,0.0,13.24,LOW
STU107894,43.25,46.09,46.35,62.5,84.18,48.79,52.11,MODERATE
STU107895,8.47,16.64,37.41,33.75,55.45,20.02,25.95,LOW
STU107896,5.01,9.15,65.59,13.5,43.6,14.28,24.22,LOW
STU107897,39.48,46.45,52.02,52.75,100.0,49.35,52.76,MODERATE
STU107898,15.39,16.34,48.46,33.75,33.78,22.48,27.54,LOW
STU107899,8.17,10.17,43.01,19.5,45.53,9.97,21.25,LOW
STU107900,23.81,43.07,57.1,69.75,95.6,40.29,51.0,MODERATE
STU107901,41.43,16.28,53.08,27.75,25.43,10.39,30.72,MODERATE
STU107902,25.64,33.6,27.31,39.5,61.08,26.6,33.68,MODERATE
STU107903,13.33,36.0,56.34,37.0,65.98,25.96,37.68,MODERATE
STU107904,30.02,26.83,52.54,34.0,54.65,28.87,36.67,MODERATE
STU107905,2.03,17.8,48.92,14.75,38.2,10.9,21.76,LOW
STU107906,13.93,30.03,62.81,19.5,59.82,38.58,35.62,MODERATE
STU107907,29.77,40.12,51.94,47.75,77.05,44.65,45.7,MODERATE
STU107908,32.58,28.88,53.05,40.75,60.5,16.64,38.17,MODERATE
STU107909,18.61,39.01,34.7,40.0,55.85,32.88,35.29,MODERATE
STU107910,30.99,45.42,46.56,49.5,86.22,39.29,46.84,MODERATE
STU107911,28.16,37.18,40.65,54.5,93.28,39.05,44.46,MODERATE
STU107912,15.7,34.58,63.02,46.5,48.85,41.51,40.4,MODERATE
STU107913,9.46,21.95,50.25,32.5,48.58,6.74,27.84,LOW
STU107914,7.98,22.43,48.42,36.25,33.92,27.52,28.47,LOW
STU107915,16.66,31.22,53.05,37.5,58.3,35.14,36.72,MODERATE
STU107916,23.51,31.76,44.25,37.0,57.58,36.36,36.44,MODERATE
STU107917,37.83,39.67,61.06,52.75,85.82,43.45,50.54,MODERATE
STU107918,8.96,29.38,50.55,24.0,60.42,30.89,31.98,MODERATE
STU107919,31.66,37.24,43.99,48.5,77.35,23.95,41.85,MODERATE
STU107920,24.06,21.64,59.02,31.0,49.3,19.47,33.55,MODERATE
STU107921,12.71,26.48,66.97,39.25,59.15,26.42,37.0,MODERATE
STU107922,24.22,26.13,45.24,35.0,51.8,20.84,32.94,MODERATE
STU107923,11.79,28.0,69.85,30.0,53.05,34.15,36.55,MODERATE
STU107924,22.52,24.34,56.81,42.0,68.05,25.19,37.57,MODERATE
STU107925,21.02,36.16,61.88,55.25,64.25,39.13,44.25,MODERATE
STU107926,24.45,31.32,54.12,48.5,50.98,38.14,39.73,MODERATE
STU107927,13.12,14.98,66.06,42.5,37.53,11.22,30.83,MODERATE
STU107928,25.23,37.45,60.11,39.5,90.4,46.05,46.0,MODERATE
STU107929,36.01,39.7,51.15,37.0,81.32,33.1,44.35,MODERATE
STU107930,0.0,20.54,44.14,15.25,43.18,17.16,22.28,LOW
STU107931,32.63,39.13,46.14,44.0,61.1,42.5,42.5,MODERATE
STU107932,22.68,22.56,49.78,23.0,68.82,12.52,31.72,MODERATE
STU107933,17.67,18.7,69.64,12.25,68.15,16.48,32.44,MODERATE
STU107934,20.45,30.16,64.35,29.25,52.0,43.81,38.47,MODERATE
STU107935,60.81,50.94,35.32,74.0,99.9,45.44,57.6,MODERATE
STU107936,20.38,28.42,45.98,13.5,64.45,19.38,30.78,MODERATE
STU107937,14.18,19.57,55.25,31.25,45.85,26.64,30.72,MODERATE
STU107938,19.61,23.37,44.2,44.25,68.35,21.44,34.22,MODERATE
STU107939,41.06,49.77,40.19,47.75,92.22,43.05,49.38,MODERATE
STU107940,0.0,10.0,54.22,5.75,34.4,23.38,19.98,LOW
STU107941,43.85,41.62,48.9,70.5,75.72,35.2,50.62,MODERATE
STU107942,36.14,46.42,49.88,62.75,81.25,43.19,50.67,MODERATE
STU107943,14.59,15.6,72.86,23.0,50.32,22.23,32.1,MODERATE
STU107944,21.65,24.72,32.67,39.5,61.4,13.78,30.49,MODERATE
STU107945,33.09,30.6,65.1,42.75,64.47,34.86,43.63,MODERATE
STU107946,37.56,45.68,57.91,27.5,85.18,44.6,47.62,MODERATE
STU107947,17.56,13.99,48.5,2.0,29.62,8.67,20.84,LOW
STU107948,29.67,34.03,47.49,36.75,63.6,28.22,38.63,MODERATE
STU107949,46.57,43.64,71.04,58.5,100.0,48.87,58.09,MODERATE
STU107950,15.49,19.04,52.82,37.0,63.82,28.48,33.2,MODERATE
STU107951,13.25,29.61,48.71,39.75,46.25,29.91,33.37,MODERATE
STU107952,0.0,23.77,58.28,43.0,46.32,22.55,30.94,MODERATE
STU107953,8.52,30.08,52.12,54.5,54.15,25.04,35.74,MODERATE
STU107954,0.0,12.82,49.94,8.25,26.65,18.72,18.97,LOW
STU107955,24.04,36.56,71.29,33.75,61.05,38.2,43.19,MODERATE
STU107956,22.34,35.0,42.99,37.25,43.12,24.93,34.21,MODERATE
STU107957,18.23,20.03,66.91,21.5,46.15,22.29,32.1,MODERATE
STU107958,15.05,37.09,43.69,33.25,63.22,33.63,35.69,MODERATE
STU107959,0.0,26.91,46.1,37.0,57.6,29.19,30.18,MODERATE
STU107960,69.13,64.36,61.99,72.75,100.0,67.54,69.98,HIGH
STU107961,11.35,29.95,70.38,36.0,57.65,32.05,38.2,MODERATE
STU107962,27.96,40.82,49.0,39.0,57.1,30.3,40.19,MODERATE
STU107963,25.77,30.18,47.13,41.5,50.85,37.89,37.22,MODERATE
STU107964,30.26,37.6,64.99,62.25,54.25,36.15,46.83,MODERATE
STU107965,0.0,15.8,62.74,16.0,63.4,18.03,27.04,LOW
STU107966,25.8,35.16,70.23,47.25,77.75,43.45,47.2,MODERATE
STU107967,16.3,23.97,35.93,38.75,51.15,15.83,28.95,LOW
STU107968,15.62,31.04,55.1,42.75,63.05,36.7,38.29,MODERATE
STU107969,7.91,24.06,70.51,43.0,36.95,31.71,35.02,MODERATE
STU107970,0.74,19.41,38.03,20.25,43.45,19.97,21.99,LOW
STU107971,11.52,38.3,56.44,30.5,34.55,38.87,35.08,MODERATE
STU107972,16.69,22.87,66.4,33.25,49.18,36.1,35.85,MODERATE
STU107973,34.14,29.16,74.92,26.5,39.97,17.95,38.87,MODERATE
STU107974,13.47,33.74,41.97,47.0,100.0,25.97,39.17,MODERATE
STU107975,32.0,36.03,55.41,52.75,58.55,38.35,44.09,MODERATE
STU107976,29.67,37.34,36.57,29.0,66.45,26.14,36.19,MODERATE
STU107977,17.83,26.76,35.96,28.75,80.15,29.12,32.69,MODERATE
STU107978,24.75,32.54,62.79,28.5,61.1,37.07,39.74,MODERATE
