student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score,assessment_average,performance_trend,attendance_risk,study_efficiency,academic_performance_index,previous_performance_category,assessment_performance_category
STU109238,26,Female,86.72,16.23,60.45,88.76,66.97,90.79,2.62,68.97,76.74,4.27,13.28,4.73,77.49,Medium,High
STU109239,24,Male,63.76,2.49,49.67,57.9,37.35,54.91,1.66,25.19,49.96,-7.66,36.24,20.06,52.41,Low,Low
STU109240,21,Male,67.28,17.98,74.44,60.55,46.67,70.43,1.98,55.15,63.02,-8.94,32.72,3.51,61.59,Low,Medium
STU109241,20,Male,90.74,36.65,90.52,79.06,100.0,100.0,3.75,90.1,92.4,15.21,9.26,2.52,92.17,High,High
STU109242,26,Female,52.44,7.88,48.13,51.85,29.17,69.81,2.32,31.49,49.74,-0.5,47.56,6.31,52.2,Medium,Low
STU109243,30,Male,96.15,15.5,54.8,71.92,72.94,63.3,2.32,66.47,65.74,4.76,3.85,4.24,73.32,Medium,Medium
STU109244,27,Male,83.02,20.73,77.96,73.75,66.96,50.1,2.54,63.46,67.19,-17.32,16.98,3.24,71.2,Medium,Medium
STU109245,26,Female,92.45,14.63,71.07,68.69,74.06,91.04,2.36,82.37,76.22,12.67,7.55,5.21,77.64,Medium,High
STU109246,29,Female,96.96,24.52,93.04,75.81,65.07,63.0,3.03,51.45,74.23,-20.39,3.04,3.03,81.35,High,High
STU109247,29,Male,47.3,0.0,55.97,52.73,24.68,73.65,2.59,33.5,51.76,-5.18,52.7,51.76,53.02,Medium,Medium
STU109248,24,Male,78.37,12.81,73.34,62.25,56.86,58.38,1.98,51.98,62.71,-10.17,21.63,4.9,64.77,Low,Medium
STU109249,19,Male,75.78,8.63,78.27,72.61,74.68,66.34,3.39,77.5,72.97,-4.93,24.22,8.46,76.17,High,High
STU109250,26,Female,83.8,14.03,86.24,74.61,80.1,78.59,2.93,78.15,79.88,-1.08,16.2,5.69,79.73,Medium,High
STU109251,26,Male,78.35,3.44,81.65,60.34,46.53,64.21,2.5,58.67,63.18,-15.63,21.65,18.37,67.6,Medium,Medium
STU109252,21,Female,53.15,0.0,69.72,62.82,58.95,79.88,2.05,70.51,67.84,3.14,46.85,67.84,60.12,Medium,Medium
STU109253,29,Male,73.73,13.81,91.8,76.57,70.77,67.19,3.1,72.98,76.58,-15.21,26.27,5.55,75.91,High,High
STU109254,29,Female,57.88,8.95,63.39,68.39,45.73,65.79,1.96,49.19,60.82,-10.13,42.12,6.8,57.57,Low,Medium
STU109255,22,Female,78.35,19.38,70.84,91.32,84.85,88.71,2.92,72.53,83.93,5.7,21.65,4.33,80.07,Medium,High
STU109256,24,Male,71.6,13.22,66.05,62.76,70.67,64.5,2.74,70.43,66.0,3.18,28.4,4.99,68.18,Medium,Medium
STU109257,20,Male,70.83,7.15,72.2,55.42,64.69,68.87,2.55,78.34,65.3,2.97,29.17,9.13,66.65,Medium,Medium
STU109258,20,Male,74.43,9.37,59.15,67.57,57.22,59.65,2.52,66.13,60.9,-4.92,25.57,6.5,65.38,Medium,Medium
STU109259,21,Female,72.59,8.18,65.5,69.46,61.28,75.16,1.46,56.01,67.85,0.74,27.41,8.29,63.0,Low,Medium
STU109260,22,Female,58.72,0.6,48.61,62.73,68.55,53.01,1.68,53.18,58.22,5.11,41.28,58.22,55.13,Low,Medium
STU109261,21,Female,86.67,22.63,90.18,75.64,54.72,89.6,2.78,74.66,77.54,-10.75,13.33,3.43,78.67,Medium,High
STU109262,19,Male,56.89,5.82,77.34,58.15,44.92,65.97,2.08,38.27,61.6,-12.3,43.11,10.58,58.27,Medium,Medium
STU109263,23,Male,90.41,11.04,74.02,77.91,83.79,64.28,2.53,75.31,75.0,-1.93,9.59,6.79,77.27,Medium,High
STU109264,26,Female,74.87,21.92,75.48,62.25,59.86,60.5,3.23,59.5,64.52,-8.69,25.13,2.94,70.87,High,Medium
STU109265,22,Female,100.0,12.38,93.37,78.88,88.79,97.43,2.15,79.81,89.62,6.99,0.0,7.24,85.56,Medium,High
STU109266,24,Female,87.19,22.66,72.23,92.61,74.46,73.32,2.66,74.75,78.16,-8.53,12.81,3.45,78.54,Medium,High
STU109267,21,Female,95.96,16.62,68.83,79.33,68.68,82.0,3.1,78.81,74.71,1.26,4.04,4.5,81.64,High,High
STU109268,27,Female,99.43,23.72,92.39,85.5,94.95,87.6,3.93,88.35,90.11,2.33,0.57,3.8,94.53,High,High
STU109269,26,Female,81.08,11.58,79.03,70.79,82.96,73.27,2.62,80.42,76.51,3.2,18.92,6.61,75.68,Medium,High
STU109270,24,Female,75.53,16.98,76.87,88.53,72.14,75.3,2.82,75.84,78.21,-8.98,24.47,4.61,75.86,Medium,High
STU109271,18,Female,63.78,9.05,58.25,51.74,60.04,50.52,2.27,60.79,55.14,0.28,36.22,6.09,58.05,Medium,Medium
STU109272,29,Female,80.16,4.16,54.27,65.73,68.97,69.45,2.04,64.72,64.6,9.21,19.84,15.53,66.55,Medium,Medium
STU109273,22,Female,94.21,14.67,57.13,80.3,66.6,85.63,3.76,86.58,72.41,7.4,5.79,4.94,83.27,High,High
STU109274,18,Male,76.35,15.93,72.14,70.16,82.21,83.42,2.41,67.82,76.98,11.66,23.65,4.83,73.44,Medium,High
STU109275,26,Female,90.38,21.5,61.39,61.06,62.09,73.21,2.61,68.3,64.44,6.43,9.62,3.0,72.38,Medium,Medium
STU109276,20,Female,73.65,14.83,61.17,80.59,66.66,65.02,2.47,62.95,68.36,-5.04,26.35,4.61,68.62,Medium,Medium
STU109277,20,Male,94.85,21.15,92.17,95.41,86.51,74.71,3.4,85.71,87.2,-13.18,5.15,4.12,89.06,High,High
STU109278,30,Female,68.07,10.05,59.0,54.01,64.71,78.59,2.29,71.28,64.08,15.15,31.93,6.38,63.91,Medium,Medium
STU109279,20,Male,74.26,9.32,75.83,48.45,74.7,61.83,2.07,55.1,65.2,6.12,25.74,7.0,65.23,Medium,Medium
STU109280,25,Male,78.35,11.56,83.82,57.18,45.41,43.65,2.53,46.02,57.52,-25.97,21.65,4.98,64.91,Medium,Medium
STU109281,20,Male,99.43,24.41,90.27,92.7,94.47,83.97,3.46,85.71,90.35,-2.27,0.57,3.7,92.3,High,High
STU109282,19,Female,65.24,6.16,66.06,56.19,53.65,63.09,1.69,61.6,59.75,-2.75,34.76,9.7,57.9,Low,Medium
STU109283,18,Female,62.73,8.67,49.63,52.31,59.69,76.53,2.21,70.52,59.54,17.14,37.27,6.87,59.64,Medium,Medium
STU109284,18,Female,100.0,30.95,100.0,100.0,100.0,87.43,3.93,88.05,96.86,-6.28,0.0,3.13,98.08,High,High
STU109285,24,Male,84.21,8.57,68.73,93.0,87.34,92.21,3.14,86.6,85.32,8.91,15.79,9.96,83.62,High,High
STU109286,23,Female,59.02,8.57,48.81,67.54,65.09,69.79,2.02,83.37,62.81,9.26,40.98,7.33,59.21,Medium,Medium
STU109287,18,Male,74.03,12.42,49.7,39.95,46.23,56.09,1.54,50.34,47.99,6.33,25.97,3.86,53.9,Low,Low
STU109288,22,Male,49.69,11.93,53.48,40.68,53.7,61.98,1.9,51.65,52.46,10.76,50.31,4.4,50.64,Low,Medium
STU109289,21,Male,63.99,21.46,72.54,69.69,76.71,74.78,2.74,74.75,73.43,4.63,36.01,3.42,69.61,Medium,High
STU109290,25,Female,97.21,19.82,78.95,79.67,82.09,73.65,3.36,86.6,78.59,-1.44,2.79,3.97,85.26,High,High
STU109291,30,Female,82.27,18.17,76.82,99.9,92.65,96.3,2.8,95.75,91.42,6.11,17.73,5.03,84.39,Medium,High
STU109292,26,Female,52.15,0.9,53.46,48.51,45.68,64.12,1.53,58.4,52.94,3.92,47.85,52.94,49.76,Low,Medium
STU109293,29,Female,53.33,3.24,51.98,60.31,39.97,44.61,1.76,32.28,49.22,-13.85,46.67,15.19,49.41,Low,Low
STU109294,20,Male,70.77,7.24,71.74,46.59,62.3,72.89,2.3,70.16,63.38,8.43,29.23,8.75,64.42,Medium,Medium
STU109295,20,Female,100.0,27.02,98.23,97.16,97.26,97.96,3.35,93.89,97.65,-0.08,0.0,3.61,95.58,High,High
STU109296,27,Male,87.82,16.67,72.23,86.88,79.07,84.28,2.57,75.2,80.62,2.12,12.18,4.84,79.51,Medium,High
STU109297,22,Male,85.35,10.26,69.63,93.0,68.51,71.81,2.78,65.84,75.74,-11.16,14.65,7.38,77.38,Medium,High
STU109298,29,Male,69.62,12.31,64.5,42.98,71.21,72.25,1.71,67.6,62.74,17.99,30.38,5.1,60.81,Low,Medium
STU109299,24,Female,47.39,5.33,57.8,44.42,46.57,32.38,1.15,36.57,45.29,-11.63,52.61,8.5,42.61,Low,Low
STU109300,20,Female,87.07,14.99,61.42,52.92,68.0,73.14,3.02,78.45,63.87,13.4,12.93,4.26,73.16,High,Medium
STU109301,28,Female,79.82,16.31,64.17,66.91,69.69,65.3,3.28,68.56,66.52,1.96,20.18,4.08,73.61,High,Medium
STU109302,25,Female,80.82,14.92,65.33,77.5,69.07,66.25,2.35,72.59,69.54,-3.75,19.18,4.66,70.77,Medium,Medium
STU109303,28,Male,67.64,9.05,78.51,74.82,84.91,49.58,1.78,69.68,71.96,-9.42,32.36,7.95,65.17,Low,High
STU109304,23,Female,72.57,19.5,68.75,61.29,63.55,75.0,2.26,58.17,67.15,4.26,27.43,3.44,66.65,Medium,Medium
STU109305,19,Male,66.2,5.29,72.23,56.35,51.95,48.29,1.28,41.64,57.21,-14.17,33.8,10.81,54.86,Low,Medium
STU109306,26,Male,100.0,15.0,90.6,100.0,74.72,89.26,2.72,78.83,88.64,-13.31,0.0,5.91,87.92,Medium,High
STU109307,19,Female,63.04,10.49,74.29,57.81,59.4,56.87,2.2,66.47,62.09,-7.92,36.96,5.92,60.96,Medium,Medium
STU109308,26,Female,90.94,16.16,71.37,61.63,85.39,65.92,1.88,72.22,71.08,9.16,9.06,4.4,72.22,Low,High
STU109309,23,Male,80.24,13.26,64.63,63.93,65.99,75.89,2.38,63.23,67.61,6.66,19.76,5.1,69.78,Medium,Medium
STU109310,28,Male,85.47,25.46,86.96,63.35,67.42,89.46,2.33,69.26,76.8,3.28,14.53,3.02,75.69,Medium,High
STU109311,29,Male,65.84,10.79,64.92,64.79,67.49,50.31,2.09,61.86,61.88,-5.96,34.16,5.73,61.14,Medium,Medium
STU109312,23,Female,89.68,16.77,79.71,87.41,81.13,71.13,2.52,89.37,79.84,-7.43,10.32,4.76,79.42,Medium,High
STU109313,29,Male,66.01,8.55,73.98,69.49,44.48,67.45,2.0,49.85,63.85,-15.77,33.99,7.47,61.73,Low,Medium
STU109314,19,Female,81.39,14.77,70.38,75.99,68.19,69.02,2.41,58.14,70.9,-4.58,18.61,4.8,71.92,Medium,High
STU109315,19,Male,97.62,25.26,89.57,82.52,99.55,95.5,3.04,91.5,91.78,11.48,2.38,3.63,90.38,High,High
STU109316,30,Female,81.92,15.25,70.1,57.73,35.43,74.92,1.75,50.16,59.54,-8.74,18.08,3.9,63.1,Low,Medium
STU109317,25,Female,78.35,23.5,74.91,89.64,84.05,72.41,2.57,74.84,80.25,-4.05,21.65,3.41,76.48,Medium,High
STU109318,23,Female,89.09,13.19,71.75,76.44,67.65,73.62,3.28,71.07,72.37,-3.46,10.91,5.49,79.31,High,High
STU109319,20,Female,78.35,16.02,78.05,67.8,69.71,79.09,2.16,65.24,73.66,1.48,21.65,4.6,71.13,Medium,High
STU109320,21,Female,91.54,8.08,84.89,78.7,61.91,59.18,2.33,66.49,71.17,-21.25,8.46,8.81,74.7,Medium,High
STU109321,26,Female,91.94,35.05,73.29,85.92,100.0,97.04,3.71,86.76,89.06,18.92,8.06,2.54,90.66,High,High
STU109322,28,Female,78.58,10.05,78.39,58.31,77.74,70.31,2.81,68.28,71.19,5.68,21.42,7.08,73.22,Medium,High
STU109323,29,Male,82.95,17.23,74.45,61.83,57.01,71.65,2.76,55.46,66.24,-3.81,17.05,3.84,71.8,Medium,Medium
STU109324,23,Male,64.94,9.49,63.57,70.31,43.8,73.75,2.31,51.88,62.86,-8.16,35.06,6.62,62.46,Medium,Medium
STU109325,23,Female,78.35,6.01,67.82,81.84,54.8,68.25,2.38,50.49,68.18,-13.3,21.65,11.34,69.5,Medium,Medium
STU109326,20,Male,82.12,14.51,89.81,86.85,83.87,100.0,3.31,66.47,90.13,3.61,17.88,6.21,86.25,High,High
STU109327,19,Male,74.96,12.1,75.28,57.48,41.79,65.49,2.06,44.35,60.01,-12.74,25.04,4.96,62.79,Medium,Medium
STU109328,23,Female,66.17,5.19,41.27,51.47,35.95,42.9,1.15,38.36,42.9,-6.95,33.83,8.27,47.05,Low,Low
STU109329,25,Male,81.16,20.74,80.01,92.72,83.6,96.72,3.23,81.66,88.26,3.79,18.84,4.26,84.63,High,High
STU109330,19,Male,66.21,1.88,73.2,61.38,60.68,59.61,2.09,57.32,63.72,-7.15,33.79,33.89,62.17,Medium,Medium
STU109331,23,Female,84.14,21.02,85.87,67.27,60.11,69.01,3.01,66.47,70.56,-12.01,15.86,3.36,75.57,High,High
STU109332,26,Male,77.56,19.74,57.05,75.4,70.04,69.57,2.71,73.49,68.02,3.58,22.44,3.45,70.83,Medium,Medium
STU109333,28,Male,97.97,23.22,87.63,79.16,70.13,97.25,2.94,79.15,83.54,0.3,2.03,3.6,85.86,Medium,High
STU109334,30,Male,63.25,7.5,50.98,60.63,49.85,63.49,1.52,66.47,56.24,0.87,36.75,7.5,54.7,Low,Medium
STU109335,22,Male,50.34,12.03,68.22,54.06,55.46,56.97,2.32,37.47,58.68,-4.92,49.66,4.88,56.04,Medium,Medium
STU109336,23,Male,73.66,13.72,61.79,58.56,59.3,76.11,2.32,63.02,63.94,7.53,26.34,4.66,65.67,Medium,Medium
STU109337,29,Female,60.72,13.09,60.55,48.72,49.1,61.62,1.46,45.86,55.0,0.73,39.28,4.2,53.02,Low,Medium
STU109338,27,Male,92.9,30.18,77.53,70.31,74.41,88.0,2.67,73.65,77.56,7.28,7.1,2.57,80.0,Medium,High
STU109339,21,Male,57.03,8.47,45.96,51.16,41.15,39.63,1.67,41.52,44.48,-8.17,42.97,5.25,47.7,Low,Low
STU109340,26,Female,84.27,21.85,86.0,75.42,90.29,72.67,2.57,87.43,81.1,0.77,15.73,3.71,78.68,Medium,High
STU109341,20,Male,78.35,17.39,77.36,91.12,73.22,61.39,2.66,81.28,75.77,-16.94,21.65,4.36,74.69,Medium,High
STU109342,23,Male,89.74,14.17,77.54,72.86,54.84,66.06,2.31,65.36,67.82,-14.75,10.26,4.79,72.38,Medium,Medium
STU109343,21,Male,81.81,18.1,70.78,81.48,73.25,87.7,2.52,73.98,78.3,4.34,18.19,4.33,76.29,Medium,High
STU109344,30,Female,87.04,14.33,61.65,72.21,57.05,57.52,2.8,71.89,62.11,-9.64,12.96,4.33,71.17,Medium,Medium
STU109345,18,Male,64.93,22.44,74.04,45.5,64.3,56.2,2.52,71.81,60.01,0.48,35.07,2.67,62.08,Medium,Medium
STU109346,29,Male,79.25,12.83,87.98,81.65,77.16,58.5,2.4,69.4,76.32,-16.98,20.75,5.95,73.94,Medium,High
STU109347,21,Female,78.77,25.86,72.23,77.14,85.03,85.54,3.17,68.26,79.98,10.6,21.23,3.09,79.47,High,High
STU109348,18,Female,77.01,0.0,66.67,63.51,60.62,78.11,1.95,55.66,67.23,4.27,22.99,67.23,66.47,Low,Medium
STU109349,26,Female,69.71,15.7,72.56,73.0,61.24,76.65,3.29,51.09,70.86,-3.83,30.29,4.51,72.79,High,High
STU109350,26,Male,49.46,0.0,62.52,18.24,30.22,48.38,0.98,29.59,39.84,-1.08,50.54,39.84,39.66,Low,Low
STU109351,19,Female,57.57,4.57,47.54,44.04,55.81,50.92,0.97,47.06,49.58,7.58,42.43,10.85,46.91,Low,Low
STU109352,18,Female,86.98,16.57,77.37,68.08,71.77,75.12,3.07,61.38,73.08,0.72,13.02,4.41,77.98,High,High
STU109353,19,Male,54.23,19.42,49.4,67.26,61.9,72.86,2.44,68.23,62.86,9.05,45.77,3.24,59.9,Medium,Medium
STU109354,23,Female,51.58,8.67,77.19,64.76,64.1,53.79,2.49,59.97,64.96,-12.03,48.42,7.49,60.4,Medium,Medium
STU109355,19,Female,78.3,9.54,66.57,90.88,82.35,76.11,2.58,61.74,78.98,0.5,21.7,8.28,75.88,Medium,High
STU109356,27,Male,65.86,7.79,79.45,70.04,62.22,71.13,2.52,63.55,70.71,-8.07,34.14,9.08,67.71,Medium,High
STU109357,19,Female,60.99,6.7,55.73,53.17,51.88,60.37,1.94,40.13,55.29,1.67,39.01,8.25,55.64,Low,Medium
STU109358,28,Male,54.94,8.79,54.51,47.35,66.89,49.14,2.05,66.47,54.47,7.09,45.06,6.2,53.97,Medium,Medium
STU109359,29,Male,45.96,7.72,44.76,52.99,63.53,31.74,1.33,37.5,48.26,-1.24,54.04,6.25,44.57,Low,Low
STU109360,27,Male,77.06,13.42,70.94,86.54,77.2,85.0,3.04,70.02,79.92,2.36,22.94,5.96,78.28,High,High
STU109361,30,Male,78.35,8.46,64.96,52.72,62.95,71.13,2.53,58.64,62.94,8.2,21.65,7.44,67.62,Medium,Medium
STU109362,30,Female,74.39,15.49,80.41,78.15,88.67,80.01,3.28,81.38,81.81,5.06,25.61,5.28,79.62,High,High
STU109363,18,Female,68.76,10.98,64.21,63.51,67.0,83.51,2.56,64.65,69.56,11.39,31.24,6.34,68.21,Medium,Medium
STU109364,22,Male,76.92,21.94,61.95,57.85,72.65,71.13,1.54,54.75,65.9,11.99,23.08,3.0,63.73,Low,Medium
STU109365,27,Female,76.31,15.1,73.28,75.8,73.85,62.94,2.41,66.47,71.47,-6.14,23.69,4.73,70.68,Medium,High
STU109366,22,Female,97.63,18.02,55.13,73.04,62.36,57.75,2.32,59.58,62.07,-4.03,2.37,3.44,71.92,Medium,Medium
STU109367,24,Female,71.26,19.29,69.88,69.05,80.24,68.94,2.41,66.62,72.03,5.12,28.74,3.73,69.44,Medium,High
STU109368,28,Female,75.9,9.39,53.2,67.41,69.17,70.04,2.18,75.31,64.96,9.3,24.1,6.92,66.15,Medium,Medium
STU109369,30,Female,65.01,1.22,67.41,62.62,57.39,45.19,2.23,66.47,58.15,-13.73,34.99,47.66,59.73,Medium,Medium
STU109370,22,Female,91.67,16.66,90.95,97.97,76.31,88.5,2.95,73.23,88.43,-12.06,8.33,5.31,86.47,Medium,High
STU109371,22,Male,95.42,28.67,93.71,94.52,81.36,83.68,3.12,82.04,88.32,-11.59,4.58,3.08,88.39,High,High
STU109372,18,Female,100.0,27.97,84.8,77.29,70.75,86.44,2.82,79.55,79.82,-2.45,0.0,2.85,84.01,Medium,High
STU109373,21,Male,76.84,12.08,59.73,92.05,43.67,65.1,2.76,50.18,65.14,-21.51,23.16,5.39,69.42,Medium,Medium
STU109374,21,Male,74.81,15.35,62.35,50.68,42.44,50.65,1.91,29.76,51.53,-9.97,25.19,3.36,57.76,Low,Medium
STU109375,23,Male,60.03,12.4,65.7,67.53,73.31,60.3,2.18,61.22,66.71,0.19,39.97,5.38,62.26,Medium,Medium
STU109376,23,Male,76.66,12.29,74.52,65.93,59.25,72.7,3.16,61.68,68.1,-4.25,23.34,5.54,72.85,High,Medium
STU109377,29,Female,73.29,6.84,74.86,68.04,55.08,69.37,2.26,66.47,66.84,-9.23,26.71,9.77,66.71,Medium,Medium
STU109378,28,Female,59.13,15.37,43.45,62.58,54.89,56.13,1.9,44.32,54.26,2.5,40.87,3.53,54.37,Low,Medium
STU109379,27,Male,55.23,5.64,62.72,70.31,40.3,52.58,1.84,48.49,56.48,-20.08,44.77,10.01,54.01,Low,Medium
STU109380,18,Female,78.15,13.04,75.94,84.32,64.64,76.26,1.96,63.33,75.29,-9.68,21.85,5.77,70.89,Low,High
STU109381,24,Male,39.29,0.0,28.93,23.85,30.46,47.43,0.13,24.67,32.67,12.56,60.71,32.67,28.77,Low,Low
STU109382,27,Female,84.64,21.89,62.48,73.09,63.7,68.41,2.28,68.15,66.92,-1.73,15.36,3.06,70.25,Medium,Medium
STU109383,21,Male,74.14,14.29,63.05,65.63,53.32,53.34,1.87,61.24,58.84,-11.01,25.86,4.12,61.01,Low,Medium
STU109384,23,Male,89.7,17.88,81.62,100.0,77.35,100.0,2.94,83.11,89.74,-2.14,10.3,5.02,86.48,Medium,High
STU109385,27,Female,91.02,23.63,72.86,86.83,66.89,90.78,2.68,81.92,79.34,-1.01,8.98,3.36,80.38,Medium,High
STU109386,28,Female,88.26,27.56,83.57,70.62,84.08,80.81,3.19,83.18,79.77,5.35,11.74,2.89,82.31,High,High
STU109387,29,Male,71.86,14.66,70.11,79.85,78.02,61.88,1.57,70.6,72.46,-5.03,28.14,4.94,65.64,Low,High
STU109388,23,Male,58.14,8.79,68.02,52.73,50.36,74.62,1.91,52.04,61.43,2.12,41.86,6.99,57.71,Low,Medium
STU109389,23,Male,64.8,0.0,62.44,52.01,58.79,54.64,2.22,63.27,56.97,-0.51,35.2,56.97,59.02,Medium,Medium
STU109390,22,Female,84.28,22.95,56.84,86.64,63.29,74.07,2.76,79.79,70.21,-3.06,15.72,3.06,74.19,Medium,High
STU109391,26,Male,70.57,0.0,57.47,52.88,40.69,71.13,1.62,45.24,55.54,0.73,29.43,55.54,57.04,Low,Medium
STU109392,23,Male,93.52,14.01,70.9,83.51,94.74,86.79,2.97,75.32,83.99,13.56,6.48,6.0,84.9,Medium,High
STU109393,23,Female,67.57,3.99,60.73,82.91,65.33,58.71,2.27,61.41,66.92,-9.8,32.43,16.77,65.08,Medium,Medium
STU109394,20,Female,91.76,13.73,65.0,70.53,80.78,72.46,3.18,75.11,72.19,8.86,8.24,5.26,79.52,High,High
STU109395,24,Male,40.6,6.74,58.03,70.31,48.69,52.38,1.4,50.08,57.35,-13.64,59.4,8.51,47.86,Low,Medium
STU109396,21,Female,75.23,15.25,52.93,64.75,55.29,51.1,2.38,54.27,56.02,-5.65,24.77,3.67,62.48,Medium,Medium
STU109397,24,Male,43.67,5.27,61.35,25.88,56.67,49.67,1.95,49.35,48.39,9.56,56.33,9.18,47.05,Low,Low
STU109398,29,Male,95.51,29.8,72.26,83.31,62.86,94.8,2.4,75.14,78.31,1.05,4.49,2.63,79.81,Medium,High
STU109399,28,Female,72.27,12.02,52.15,68.91,57.87,85.45,2.38,59.48,66.1,11.13,27.73,5.5,66.63,Medium,Medium
STU109400,24,Male,87.42,15.04,74.74,100.0,71.21,74.78,2.44,72.87,80.18,-14.38,12.58,5.33,78.52,Medium,High
STU109401,30,Male,95.43,15.04,72.23,70.6,69.28,71.05,2.01,67.78,70.79,-1.25,4.57,4.71,74.07,Medium,High
STU109402,30,Female,76.92,14.93,88.52,77.73,70.63,73.74,3.01,54.27,77.66,-10.94,23.08,5.2,76.96,High,High
STU109403,23,Female,65.95,2.77,62.16,65.5,65.69,48.23,2.5,57.53,60.4,-6.87,34.05,21.81,62.48,Medium,Medium
STU109404,27,Female,78.35,7.07,80.2,75.77,79.1,72.78,2.49,61.46,76.96,-2.05,21.65,10.89,74.44,Medium,High
STU109405,22,Female,89.1,17.6,68.51,71.87,55.57,72.48,2.07,69.21,67.11,-6.16,10.9,3.81,70.63,Medium,Medium
STU109406,29,Male,84.3,9.0,79.24,72.75,88.08,84.19,2.78,74.82,81.06,10.14,15.7,9.01,79.72,Medium,High
STU109407,22,Female,83.54,9.65,71.54,81.75,70.99,84.7,2.26,67.83,77.24,1.2,16.46,8.0,74.98,Medium,High
STU109408,21,Male,100.0,23.08,100.0,100.0,100.0,100.0,3.93,100.0,100.0,0.0,0.0,4.33,99.65,High,High
STU109409,19,Female,90.14,28.97,78.86,100.0,88.81,93.72,3.11,70.76,90.35,1.83,9.86,3.12,87.77,High,High
STU109410,28,Male,58.09,12.52,26.45,60.38,49.15,43.45,1.98,38.94,44.86,2.88,41.91,3.58,49.76,Low,Low
STU109411,21,Male,73.14,13.77,72.83,63.05,78.23,70.94,2.3,78.35,71.26,6.65,26.86,5.18,69.07,Medium,High
STU109412,28,Male,83.71,17.28,58.83,48.45,51.75,54.24,2.38,56.01,53.32,-0.64,16.29,3.09,63.67,Medium,Medium
STU109413,19,Female,99.75,16.86,86.94,77.6,76.48,80.51,3.22,68.69,80.38,-3.77,0.25,4.77,86.22,High,High
STU109414,24,Male,63.62,19.25,68.11,46.0,70.37,82.25,2.32,61.63,66.68,19.26,36.38,3.46,64.03,Medium,Medium
STU109415,23,Female,81.31,14.21,100.0,81.79,65.58,80.25,2.77,58.85,81.9,-17.98,18.69,5.76,79.19,Medium,High
STU109416,23,Female,54.18,4.32,44.49,40.91,20.79,49.63,1.44,23.45,38.96,-7.49,45.82,9.02,42.93,Low,Low
STU109417,20,Female,51.98,5.78,60.07,45.18,55.82,54.93,1.43,46.96,54.0,2.75,48.02,9.34,49.74,Low,Medium
STU109418,18,Male,94.47,17.96,89.93,99.25,85.65,91.84,3.69,98.68,91.67,-5.84,5.53,5.1,92.63,High,High
STU109419,22,Male,74.91,10.88,71.02,66.75,77.29,72.73,2.83,63.7,71.95,6.13,25.09,6.61,72.6,Medium,High
STU109420,24,Female,68.77,9.86,57.33,62.76,51.33,61.44,2.14,44.11,58.22,-3.66,31.23,5.9,60.44,Medium,Medium
STU109421,28,Female,89.21,7.21,89.09,70.02,82.33,79.25,2.5,73.68,80.17,1.23,10.79,11.12,79.35,Medium,High
STU109422,24,Male,67.22,10.16,73.04,58.97,57.69,78.42,2.03,60.23,67.03,2.05,32.78,6.6,63.83,Medium,Medium
STU109423,21,Female,94.3,6.22,55.97,79.84,57.67,71.13,2.23,60.63,66.15,-3.5,5.7,10.64,72.52,Medium,Medium
STU109424,21,Male,55.15,8.99,57.11,62.78,37.93,52.05,1.73,38.51,52.47,-14.96,44.85,5.84,51.43,Low,Medium
STU109425,25,Male,74.46,3.46,56.55,75.42,55.97,57.25,1.69,64.41,61.3,-9.38,25.54,17.72,61.44,Low,Medium
STU109426,23,Male,64.13,14.72,56.45,68.68,63.38,61.84,2.77,54.77,62.59,0.04,35.87,4.25,64.38,Medium,Medium
STU109427,29,Male,100.0,25.81,54.88,64.69,75.49,76.88,3.74,76.54,67.98,16.4,0.0,2.63,82.69,High,Medium
STU109428,23,Male,94.44,16.94,73.95,68.5,60.88,60.14,2.49,72.6,65.87,-10.71,5.56,3.89,73.72,Medium,Medium
STU109429,25,Female,91.35,18.43,76.37,61.09,73.6,78.57,3.09,86.88,72.41,7.35,8.65,3.93,79.06,High,High
STU109430,18,Male,63.8,22.27,83.89,78.85,83.0,66.96,3.0,77.42,78.18,-6.39,36.2,3.51,73.23,Medium,High
STU109431,20,Female,93.49,16.02,89.87,79.42,80.56,79.16,2.58,65.07,82.25,-4.79,6.51,5.13,82.07,Medium,High
STU109432,29,Female,60.96,7.09,67.35,72.64,50.7,57.37,1.31,51.39,62.02,-15.96,39.04,8.75,55.85,Low,Medium
STU109433,22,Female,72.84,13.81,71.23,72.23,60.59,64.09,2.66,67.25,67.04,-9.39,27.16,4.85,68.67,Medium,Medium
STU109434,23,Male,71.25,19.56,83.73,73.22,79.18,69.1,2.7,75.49,76.31,-4.33,28.75,3.9,73.03,Medium,High
STU109435,25,Female,76.81,12.11,73.53,84.32,55.32,62.37,2.18,66.47,68.88,-20.08,23.19,5.69,68.38,Medium,Medium
STU109436,18,Male,75.01,8.84,84.18,79.3,65.12,88.66,2.51,61.14,79.32,-4.85,24.99,8.97,74.71,Medium,High
STU109437,24,Female,69.8,15.04,58.89,68.97,64.52,58.26,2.29,68.28,62.66,-2.54,30.2,4.17,63.72,Medium,Medium
STU109438,22,Male,97.78,16.33,80.42,88.41,79.29,100.0,4.0,90.15,87.03,5.23,2.22,5.33,92.85,High,High
